"Time [ms]"	"BranchCurrent(Vi_a) [A]"	"BranchCurrent(Vi_b) [A]"	"BranchCurrent(Vi_c) [A]"
7.0804	1.37673260760477	5.9105820877893	-7.28731469539407
7.1946	1.40740745099804	6.51391470595705	-7.92132215695509
7.3088	0.23733014654742	5.54523169019849	-5.78256183674591
7.423	-0.68476854830615	4.7476493920867	-4.06288084378055
7.5372	-1.36942702369147	4.18915602215709	-2.81972899846562
7.6514	-1.90403090608533	3.83971775996355	-1.93568685387822
7.7656	-2.32446623916959	3.63207053555721	-1.30760429638761
7.8798	-2.67367904669729	3.51919261155228	-0.84551356485499
7.994	-2.98347750644986	3.519250675	-0.535773168550134
8.1082	-3.27836622508405	3.63946126510934	-0.361095040025289
8.2224	-3.58262965587772	3.88497379279081	-0.302344136913091
8.3366	-3.93994731919329	4.29780690317313	-0.357859583979843
8.4508	-3.33798152073297	2.90080570257765	0.437175818155319
8.565	-2.907037067256	1.90966161431408	0.997375452941912
8.6792	-2.59234633749106	1.13550964096568	1.45683669652538
8.79340000000001	-2.37525729954787	0.541664108873126	1.83359319067475
8.90760000000001	-2.18280713312326	0.000624640453740555	2.18218249266952
9.02180000000001	-2.29471753886881	0.00019397508518342	2.29452356378362
9.13600000000001	-2.42805239937945	0.00028282491901762	2.42776957446043
9.25020000000001	-2.59197364473245	0.000378203452810953	2.59159544127963
9.36440000000001	-2.81039779060038	0.000474951229618061	2.80992283937076
9.47860000000001	-3.11188446313487	0.000567226305084666	3.11131723682979
9.59280000000001	-2.02335328389884	-0.60083333790802	2.62418662180686
9.70700000000001	-1.21552070221571	-1.05506411221506	2.27058481443077
9.82120000000001	-0.593533722742219	-1.42260389774525	2.01613762048747
9.93540000000001	-0.000662195739758675	-1.77582171944091	1.77648391518067
10.0496	-0.000186008897531152	-1.85821598931931	1.85840199821684
10.1638	-0.000277575430337047	-1.96285599226374	1.96313356769408
10.278	-0.00038004081883402	-2.09616626296574	2.09654630378457
10.3922	-0.00047048787314006	-2.27356775874474	2.27403824661788
10.5064	-0.000561347356035318	-2.51946531905592	2.52002666641196
10.6206	0.53288331013697	-2.0834610742719	1.55057776413493
10.7348	0.941775344340967	-1.75212181957962	0.81034647523865
10.849	1.25865036332475	-1.5222119925468	0.263561629222044
10.9632	1.4403984318299	-1.44077101105481	0.000372579224911629
11.0774	1.50497071414195	-1.50517994565992	0.00020923151797092
11.1916	1.59656281095558	-1.59686686010975	0.000304049154170149
11.3058	1.71862425337301	-1.71903238249324	0.000408129120231138
11.42	1.88862757677232	-1.88912733032374	0.000499753551421067
11.5342	1.48030397198507	-0.967875207567914	-0.512428764417153
11.6484	1.16215814761092	-0.262139074652661	-0.900019072958261
11.7626	1.07106778975386	-0.000213555443393076	-1.07085423431047
11.8768	1.11400115195958	-3.90729279831096E-05	-1.1139620790316
11.991	1.15829483988693	-0.00014843024120686	-1.15814640964572
12.1052	1.2213121686719	-0.000251900283430624	-1.22106026838847
12.2194	1.31146069676684	-0.00036169351745164	-1.31109900324939
12.3336	1.43990496108131	-0.00045707856442309	-1.43944788251689
12.4478	1.62571691661768	-0.000546058268290637	-1.62517085834939
12.562	0.773740174928848	0.461015418323065	-1.23475559325191
12.6762	0.000660606505658135	0.872971696409272	-0.87363230291493
12.7904	8.27574992071491E-06	0.907909773233599	-0.90791804898352
12.9046	0.000110226078380161	0.941539139734302	-0.941649365812683
13.0188	0.000219667195682288	0.986390281884884	-0.986609949080566
13.133	0.000329314962108969	1.05563175667888	-1.05596107164099
13.2472	0.000429704334509605	1.15909701588446	-1.15952672021897
13.3614	0.000522703332679613	1.31345464296826	-1.31397734630094
13.4756	-0.451041869903183	0.930683804549307	-0.479641934646124
13.5898	-0.712371961269439	0.712734084836884	-0.000362123567445472
13.704	-0.739432970768559	0.739411034896041	2.19358725181973E-05
13.8182	-0.767392998375905	0.767478445536497	-8.54471605916673E-05
13.9324	-0.801404942441697	0.801605071940795	-0.000200129499097979
14.0466	-0.857904244065171	0.858214273385648	-0.000310029320476302
14.1608	-0.946710461930905	0.947122494124766	-0.000412032193861434
14.275	-1.08258584371382	1.08309498451356	-0.000509140799743513
14.3892	-0.702336805870384	0.266243701124404	0.436093104745981
14.5034	-0.591328953300988	0.000131600325364356	0.591197352975624
14.6176	-0.611856368238503	-3.539604771181E-05	0.611891764286215
14.7318	-0.633853116830611	7.39413347565646E-05	0.633779175495854
14.846	-0.661599888996284	0.000190960949463256	0.661408928046821
14.9602	-0.710623019512691	0.00030058172430996	0.710322437788381
15.0744	-0.791126750473696	0.000406399446651447	0.790720351027045
15.1886	-0.917916887046453	0.000502454136950767	0.917414432909502
15.3028	-0.114399511516743	-0.423826244087362	0.538225755604105
15.417	2.72366933194018E-05	-0.501336347532175	0.501309110838855
15.5312	4.29325294082072E-05	-0.518038431384635	0.517995498855227
15.6454	-7.23652110207327E-05	-0.534543462643032	0.534615827854053
15.7596	-0.000190623813896871	-0.558167593108678	0.558358216922575
15.8738	-0.000302752157558881	-0.602045934609369	0.602348686766928
15.988	-0.000406812940196061	-0.678255770794605	0.678662583734801
16.1022	-0.000502619452503159	-0.801931692080403	0.802434311532906
16.2164	0.408815627796537	-0.423922048844967	0.0151064210484311
16.3306	0.27451208019007	-0.602086183719499	0.327574103529429
16.4448	0.447201868232657	-0.447490983250128	0.000289115017471309
16.559	0.460448928209366	-0.460532711761286	8.3783551919514E-05
16.6732	0.480925293459165	-0.481124255117393	0.000198961658227859
16.7874	0.522699806717512	-0.523011467213079	0.00031166049556719
16.9016	0.597647623846249	-0.598059734188446	0.000412110342197236
17.0158	0.721761397266123	-0.722272780437512	0.000511383171388324
17.13	0.34682660877075	0.0482269778995656	-0.395053586670316
17.2442	0.53980720597309	-0.300409406658842	-0.239397799314248
17.3584	0.395242976114782	-0.000273717247228633	-0.394969258867554
17.4726	0.404621374688099	-9.66430695411087E-05	-0.404524731618557
17.5868	0.424284694779694	-0.000214115872950407	-0.424070578906744
17.701	0.465890958141613	-0.000322353145493295	-0.46556860499612
17.8152	0.54244712640565	-0.000426564279631092	-0.542020562126019
17.9294	0.671926401171217	-0.000523931388452362	-0.671402469782765
18.0436	-0.0811768763874888	0.38047317161851	-0.299296295231021
18.1578	0.282903943600001	0.211970806188358	-0.494874749788359
18.272	0.000271652077118045	0.355716296799939	-0.355987948877057
18.3862	0.000116891172285116	0.363108236473408	-0.363225127645693
18.5004	0.000231012941350594	0.381836078583262	-0.382067091524612
18.6146	0.000343084879201422	0.425311807594459	-0.425654892473661
18.7288	0.000444652208036824	0.506709855238343	-0.50715450744638
18.843	0.000541428078720492	0.643733947611754	-0.644275375690474
18.9572	-0.364288172370682	0.276643134465111	0.087645037905571
19.0714	-0.181845680491684	0.476606869720776	-0.294761189229093
19.1856	-0.328082973011015	0.328390505882809	-0.000307532871793914
19.2998	-0.334583266050971	0.334723863474241	-0.000140597423269662
19.414	-0.354014065015114	0.354270411756558	-0.00025634674144398
19.5282	-0.401504121460601	0.401871592935371	-0.000367471474769565
19.6424	-0.49051281410051	0.490978932563096	-0.000466118462585707
19.7566	-0.638621229266626	0.639183119843373	-0.000561890576746604
19.8707999999999	-0.276291454602085	-0.0737077065332967	0.349999161135382
19.9849999999999	-0.483917334583308	0.338565912904346	0.145351421678963
20.0991999999999	-0.312393298300467	0.000378596131877962	0.312014702168589
20.2133999999999	-0.317525865437069	0.000169823721842587	0.317356041715226
20.3275999999999	-0.339404460276671	0.000286068013069612	0.339118392263601
20.4417999999999	-0.393379800813289	0.000392171491562256	0.392987629321727
20.5559999999999	-0.493020521628753	0.000494242038551688	0.492526279590202
20.6701999999999	-0.000204315055828241	-0.254458555141583	0.254662870197412
20.7843999999999	0.00016816496664476	-0.259890859856156	0.259722694889511
20.8985999999999	4.75099760077891E-05	-0.256591002893195	0.256543492917187
21.0127999999999	-7.41300398302467E-05	-0.253550446866259	0.253624576906089
21.1269999999999	-0.000199498374173589	-0.260637361669778	0.260836860043951
21.2411999999999	-0.000316878824446954	-0.288926697945827	0.289243576770275
21.3553999999999	-0.00042241632983621	-0.352129484497074	0.352551900826911
21.4695999999999	-0.000522793241473172	-0.467861689297953	0.468384482539426
21.5837999999999	0.235800301411258	-0.23600951966885	0.000209218257592042
21.6979999999999	0.23513268935794	-0.234999253164161	-0.000133436193779452
21.8121999999999	0.229929406888028	-0.229915830056359	-1.35768316683604E-05
21.9263999999999	0.226750755100054	-0.226866124178841	0.000115369078787286
22.0405999999999	0.237148088107888	-0.237387538600452	0.00023945049256463
22.1547999999999	0.272544279482528	-0.272892956678775	0.000348677196247538
22.2689999999999	0.348344095419942	-0.348798848206015	0.000454752786073709
22.3831999999999	0.481058626751988	-0.481608341010165	0.000549714258176848
22.4973999999999	0.233634072828535	-0.000257868259362415	-0.233376204569172
22.6115999999999	0.227529471617134	9.1231263295798E-05	-0.22762070288043
22.7257999999999	0.219853451111584	-2.570389020066E-05	-0.219827747221384
22.8399999999999	0.21790748144292	-0.000155805372648631	-0.217751676070271
22.9541999999999	0.23346153399556	-0.000276222615636411	-0.233185311379924
23.0683999999999	0.27872588970347	-0.000388131936414451	-0.278337757767055
23.1825999999999	0.370161464267187	-0.00048979882776551	-0.369671665439421
23.2967999999999	7.34230827125759E-05	0.192978196957213	-0.193051620039926
23.4109999999999	-0.000178341087860614	0.193351231165341	-0.19317289007748
23.5251999999999	-5.50956539060763E-05	0.184830733530029	-0.184775637876123
23.6393999999999	7.28928366542791E-05	0.17666802723236	-0.176740920069015
23.7535999999999	0.000199867986839392	0.178605105673716	-0.178804973660555
23.8677999999999	0.000317749938185447	0.201475995328911	-0.201793745267097
23.9819999999999	0.000424038227754943	0.2604881181258	-0.260912156353555
24.0961999999999	0.000523652920048265	0.371802095012332	-0.37232574793238
24.2103999999999	-0.183650664132103	0.183766612795569	-0.000115948663465815
24.3245999999999	-0.178331809460997	0.178199428844733	0.000132380616263722
24.4387999999999	-0.167625884558828	0.167615163176828	1.07213819997842E-05
24.5529999999999	-0.160021372575331	0.160143173574149	-0.000121800998818145
24.6671999999999	-0.167575515299089	0.16781959663602	-0.000244081336931573
24.7813999999999	-0.200865599079127	0.201226415845376	-0.000360816766249134
24.8955999999999	-0.276218957062187	0.276682580883012	-0.000463623820825487
25.0097999999999	-0.409538552677216	0.410095980648419	-0.000557427971202396
25.1239999999999	-0.193418252359481	0.000195279968275397	0.193222972391205
25.2381999999999	-0.182385032909402	-8.28376462499985E-05	0.182467870555652
25.3523999999999	-0.170199256403273	4.02099738364776E-05	0.170159046429436
25.4665999999999	-0.165482160421827	0.00017051676020787	0.165311643661619
25.5807999999999	-0.179099626381169	0.000290944322517097	0.178808682058652
25.6949999999999	-0.225022054618067	0.000401446026909551	0.224620608591158
25.8091999999999	-0.320353510846618	0.000504152524771248	0.319849358321846
25.9233999999999	-3.6672086003664E-05	-0.161664412779749	0.161701084865753
26.0375999999999	0.000161420537146542	-0.156074107114714	0.155912686577567
26.1517999999999	3.94590358549766E-05	-0.142889782268933	0.142850323233078
26.2659999999999	-9.43595892504456E-05	-0.131235756705531	0.131330116294781
26.3801999999999	-0.000219947982256292	-0.132291542929033	0.132511490911289
26.4943999999999	-0.00034024052284613	-0.156991331766278	0.157331572289124
26.6085999999999	-0.000444607923952843	-0.220859805680898	0.221304413604851
26.7227999999998	-0.000540221128273232	-0.339024720708122	0.339564941836395
26.8369999999998	0.160520920087384	-0.160623761794406	0.000102841707022155
26.9511999999998	0.148944304141219	-0.14883500194436	-0.000109302196858591
27.0653999999998	0.134282009481091	-0.134298561456393	1.65519753020649E-05
27.1795999999998	0.125124145647559	-0.125274170400161	0.000150024752601563
27.2937999999998	0.133346759460592	-0.133616719878903	0.000269960418310011
27.4079999999998	0.170688052118576	-0.171073029228457	0.000384977109881418
27.5221999999998	0.255216091496344	-0.255704660204629	0.000488568708284953
27.6363999999998	0.400699068937442	-0.401279995618091	0.000580926680648908
27.7505999999998	0.182384629406467	-0.000215612384233621	-0.182169017022233
27.8647999999998	0.16622100812484	5.54261943463542E-05	-0.166276434319186
27.9789999999998	0.1506915917372	-7.3346353710656E-05	-0.15061824538349
28.0931999999998	0.145529926318624	-0.000201754543307674	-0.145328171775317
28.2073999999998	0.162838384278305	-0.000324919972413045	-0.162513464305892
28.3215999999998	0.2178661749522	-0.000433062646832736	-0.217433112305367
28.4357999999998	0.324200619023709	-0.000529076129673829	-0.323671542894035
28.5499999999998	7.04682727849515E-05	0.153238288416354	-0.153308756689139
28.6641999999998	-0.000127606608171288	0.140324601804524	-0.140196995196353
28.7783999999998	-3.84210579545881E-07	0.122818392394643	-0.122818008184063
28.8925999999998	0.00013600554075775	0.109993346671197	-0.110129352211954
29.0067999999998	0.000255729504798883	0.113249189564087	-0.113504919068886
29.1209999999998	0.000374020143680513	0.14432320109602	-0.144697221239701
29.2351999999998	0.000478372516999379	0.220636389330643	-0.221114761847642
29.3493999999998	0.000572292985190911	0.356414588101985	-0.356986881087175
29.4635999999998	-0.159732189025531	0.159890320207545	-0.000158131182013577
29.5777999999998	-0.141964942379453	0.141897438428583	6.75039508704622E-05
29.6919999999998	-0.123892454275183	0.123952919079408	-6.04648042245998E-05
29.8061999999998	-0.115516939415447	0.115708459322401	-0.000191519906953971
29.9203999999998	-0.128307767900333	0.128622598193318	-0.000314830292984569
30.0345999999998	-0.176841457031152	0.177264954422326	-0.000423497391173811
30.1487999999998	-0.277886022535663	0.278410750170704	-0.000524727635040634
30.2629999999998	-0.131437249224791	1.5156511394887E-05	0.131422092713396
30.3771999999998	-0.117639759302108	-0.000138437708981549	0.117778197011089
30.4913999999998	-0.098465053255427	-1.10887374967623E-05	0.0984761419929237
