"Time [ms]"	"Moving1.Speed [rpm]"
97.869399999998	1687.450096609
97.983599999998	1687.37366841636
98.097799999998	1687.51367224651
98.211999999998	1687.68809411124
98.3261999999979	1687.71754776945
98.4403999999979	1687.66094401464
98.5545999999979	1687.53822616813
98.6687999999979	1687.40800205491
98.7829999999979	1687.34503148456
98.8971999999979	1687.4464846925
99.0113999999979	1687.57856785942
99.1255999999979	1687.59403035551
99.2397999999979	1687.52737021756
99.3539999999979	1687.38787258754
99.4681999999979	1687.21442618776
99.5823999999979	1687.07823073886
99.6965999999979	1687.07711875302
99.8107999999979	1687.30688656615
99.9249999999979	1687.55458715944
100.039199999998	1687.63425413212
100.153399999998	1687.62668149293
100.267599999998	1687.55724811459
100.381799999998	1687.4835664837
100.495999999998	1687.48893558017
100.610199999998	1687.67303795169
100.724399999998	1687.8670367628
100.838599999998	1687.9151122894
100.952799999998	1687.8819351465
101.066999999998	1687.77755246712
101.181199999998	1687.64771199193
101.295399999998	1687.56179172463
101.409599999998	1687.61849040441
101.523799999998	1687.71428587518
101.637999999998	1687.71408951307
101.752199999998	1687.63830073237
101.866399999998	1687.48598487255
101.980599999998	1687.29101115389
102.094799999998	1687.11814362795
102.208999999998	1687.05483915314
102.323199999998	1687.19977793094
102.437399999998	1687.37222273843
102.551599999998	1687.40127943525
102.665799999998	1687.34627244909
