"Time [ms]"	"FL_a [Wb]"	"FL_c [Wb]"	"FL_b [Wb]"
41.4546000000003	-0.25575949052898	0.0880843611224159	0.132151846785633
41.5688000000003	-0.258038665637163	0.116660303575567	0.103858053129169
41.6830000000003	-0.253051712675107	0.144870790051043	0.0751387401826129
41.7972000000003	-0.241022422417811	0.172676747638084	0.0456853181184829
41.9114000000003	-0.223221705965696	0.199519145064131	0.0153488704360431
42.0256000000003	-0.200760080722353	0.224683363893043	-0.0162305396773628
42.1398000000003	-0.175006580007316	0.247498224797499	-0.0498923565178339
42.2540000000003	-0.144104802544015	0.252432938727053	-0.075734921625665
42.3682000000003	-0.116018928026803	0.257893166255318	-0.104450297019907
42.4824000000003	-0.0875654153152908	0.256215794665816	-0.132859803134952
42.5966000000003	-0.0585682262711791	0.247277790115639	-0.160768528601363
42.7108000000003	-0.0287185597836204	0.231902008981454	-0.188055186336071
42.8250000000003	0.00212401531653323	0.211357144119177	-0.214011554701233
42.9392000000003	0.0347857223625254	0.186826119110609	-0.237945059306346
43.0534000000003	0.0619420533032398	0.157208945031188	-0.247606495129471
43.1676000000003	0.0909283903985286	0.129376064078235	-0.256295771556639
43.2818000000003	0.119446049090145	0.101011853642594	-0.25764632613952
43.3960000000003	0.147598859105755	0.0722877409948171	-0.252128349491554
43.5102000000003	0.175360179807877	0.0427794728844477	-0.239566203752553
43.6244000000003	0.202070990999551	0.0123034393908325	-0.221128528407321
43.7386000000003	0.227022158545427	-0.0194750367287951	-0.1982122911832
43.8528000000003	0.249537323438044	-0.0534069994435008	-0.172175245812688
43.9670000000003	0.253315195040192	-0.078949745755498	-0.140982652829329
44.0812000000003	0.258050010403661	-0.107615638278654	-0.112854638944879
44.1954000000003	0.255571483668515	-0.135992002782621	-0.0843760087288031
44.3096000000003	0.245983593530388	-0.163853701695972	-0.0553413912840975
44.4238000000003	0.229997068864994	-0.190605968490257	-0.0257633571063675
44.5380000000003	0.20896833462541	-0.216385801517524	0.00525168458361112
44.6522000000003	0.184066050903736	-0.240066897530501	0.0381499687098483
44.7664000000003	0.154227003780968	-0.248738324991395	0.0650845030697903
44.8806000000003	0.12634198690947	-0.256818967068967	0.0940219754771838
44.9948000000003	0.0979794609455089	-0.25762031893656	0.122545518477201
45.1090000000003	0.0689939716262447	-0.251100897133488	0.150774907817918
45.2232000000003	0.0394110900263033	-0.237853709498302	0.178444858171574
