"Time [ns]"	"NodeVoltage(Ie_a) [mV]"	"NodeVoltage(Ie_b) [mV]"	"NodeVoltage(Ie_c) [mV]"	"NodeVoltage(Iv_a) [mV]"	"NodeVoltage(Iv_b) [mV]"	"NodeVoltage(Iv_c) [mV]"
59840799.9999995	-216764.887995527	248496.687521116	-248522.657580069	-216760.41371788	248960.786043098	-248991.230379698
59954999.9999995	-266456.367879426	247720.492554682	-247714.914106581	-266450.868293792	249212.706282194	-249212.627419727
60069199.9999995	-248641.972030011	248643.118018303	-53345.6975621258	-249236.683476019	249236.728310138	-53344.5964079523
60183399.9999995	-248898.611879317	248899.982840712	-61118.4467628839	-249252.426146358	249252.535455628	-61117.1851107593
60297599.9999995	-249212.984281685	249212.998907498	2998.58187821576	-249289.523740479	249289.600256596	2998.51998791166
60411799.9999995	-250807.371153988	250805.609577072	72928.0582639695	-250713.886360422	250713.630153914	72926.5528935617
60525999.9999995	-250794.706056863	250791.494517417	136199.460920355	-250719.052419149	250718.652272072	136196.649527985
60640199.9999995	-250299.766850767	250285.32603966	194848.429082518	-250547.812648869	250537.393782762	194844.407137517
60754399.9999995	-248190.442262347	248185.278857021	246828.513272895	-249218.854649322	249218.78592854	246823.418588352
60868599.9999995	-246747.055135752	246740.963302557	292434.741936194	-249201.6081696	249201.547348424	292428.710924175
60982799.9999995	-248285.579864137	-28874.304154535	248286.189685573	-249226.305561731	-28873.7081355546	249226.319364186
61096999.9999995	-248588.277526688	22276.9758425834	248587.796724961	-249237.596960041	22276.5159536607	249237.576047237
61211199.9999995	-248868.805484873	-43032.429879239	248869.757212834	-249251.182564742	-43031.5416110386	249251.246024503
61325399.9999995	-249016.846198271	-109942.210129203	249019.411831616	-249256.146426953	-109939.940723289	249256.442654385
61439599.9999995	-248856.453526852	-171415.730232375	248859.435639413	-249219.9130853	-171412.191942247	249219.356907734
61553799.9999995	-248312.694224544	-225141.907166531	248317.425299323	-249222.608720093	-225137.260003972	249222.692632313
61667999.9999995	-247171.831024419	-274477.55186451	247177.56440623	-249206.250138433	-274471.886907085	249206.318562818
61782199.9999995	-18682.0851838962	-248421.715559485	248422.114249926	-18681.6995508495	-249229.893922981	249229.906980375
61896399.9999995	-51943.4640892513	-248696.736826533	248697.868764545	-51942.391816451	-249241.90807793	249241.967743142
62010599.9999995	14937.2439510665	-249001.58285178	249001.256412928	14936.9356234373	-249260.967050732	249260.94893951
62124799.9999995	84979.3357086663	-245693.543119623	249308.110744516	84977.5815780582	-245688.433911466	249304.755666967
62238999.9999996	146879.034312509	-250645.747791136	250641.959993003	146876.002480635	-250695.462296669	250694.70633041
62353199.9999996	202763.729075965	-248791.517068382	248790.125901104	202759.54376535	-249184.124386209	249186.918529546
62467399.9999996	254572.537852722	-247961.130918676	247955.795998395	254567.28338775	-249216.009311465	249215.928856156
62581599.9999996	248679.182985292	-248680.942341351	81809.3824342024	249238.241537438	-249238.31219878	81807.6937394849
62695799.9999996	248914.835941359	-248916.643293021	80732.7725558039	249252.630781949	-249252.771599817	80731.1060220109
62809999.9999995	249237.943486396	-249238.445000317	13040.4412897191	249293.539764401	-249293.772089019	13040.1721004164
62924199.9999995	250858.012788384	-250856.723518821	-55086.6417762102	250721.86985069	-250721.717671254	-55085.5046860833
63038399.9999995	250919.615543041	-250916.886856655	-120421.928063193	250732.510573099	-250732.267609661	-120419.442340246
63152599.9999995	250652.330307364	-250647.801224583	-181961.926198346	250703.216850799	-250702.44373694	-181958.170229424
63266799.9999995	248530.823435565	-248526.191154477	-232139.011085224	249217.731527928	-249217.890800874	-232134.21953119
63380999.9999995	247300.20501336	-247294.348799321	-280274.013187006	249207.568970498	-249207.497084431	-280268.228859035
63495199.9999995	248510.357182958	-13515.397085377	-248510.066332106	249232.388665519	-13515.1181021956	-249232.376797849
63609399.9999995	248800.878997886	-40538.843119758	-248799.983181958	249247.067028334	-40538.0062738971	-249247.008058266
63723599.9999995	249104.302524658	26419.8379927362	-249104.918106953	249272.071258672	26419.2926413482	-249272.141489579
63837799.9999995	250631.85165021	93117.7646705174	-250634.850108305	250662.925929842	93115.8425489106	-250664.00226633
63951999.9999995	250522.144331172	156485.89859135	-250527.428594356	250651.147823694	156482.668463861	-250653.20195939
64066199.9999995	248676.599649612	211488.386348057	-248680.768590309	249222.189302267	211484.020969104	-249221.992864011
64180399.9999995	247715.953420302	261642.157868697	-247721.433563808	249212.89978079	261636.757572884	-249212.979628484
64294599.9999995	60306.5855409689	248616.177823824	-248617.471273811	60305.3407016305	249235.871915506	-249235.920526154
64408799.9999995	69326.4173869102	248868.957926367	-248870.501464658	69324.9863016617	249250.334184182	-249250.446637224
64522999.9999995	2337.262608918	249186.265206774	-249186.401576675	2337.21435556521	249283.728550925	-249283.816667472
64637199.9999995	-67709.1578423414	250791.824170086	-250790.172748531	-67707.7601997104	250710.60341553	-250710.349636606
64751399.9999995	-128597.440655373	250820.476041118	-250817.454220932	-128594.786179579	250721.214666617	-250720.847322225
64865599.9999995	-189265.210302063	250463.763242186	-250457.230742906	-189261.303592471	250646.840829089	-250644.215039401
64979799.9999994	-241500.382670502	248312.353119372	-248307.328653241	-241495.397928943	249219.544598674	-249219.504874102
65093999.9999994	-287982.66434991	246955.637912774	-246949.630666665	-287976.721907266	249203.761665565	-249203.696862099
65208199.9999994	-248378.5001924	248378.225608936	13037.7728553666	-249228.645250364	249228.639790722	13037.5037315451
65322399.9999994	-248681.181140289	248681.820004873	-29355.5185330597	-249241.365589594	249241.398451874	-29354.9125307551
65436599.9999994	-248973.321810256	248972.485290394	37035.7082645364	-249258.666258307	249258.594222484	37034.9437804964
65550799.9999994	-249085.530826357	249084.575630633	104536.06644659	-249210.344124625	249211.546743443	104533.908632049
65664999.9999994	-250633.627045816	233329.534590955	157019.85634216	-250625.406837598	233324.555525855	157016.615199041
65779199.9999994	-248522.709947627	248539.248399001	219881.943375158	-249011.43482252	249032.511882786	219877.404766265
65893399.9999994	-247665.009182455	247659.375749789	269157.324695188	-249211.97698593	249211.898830747	269151.769417704
66007599.9999994	-248637.176762194	47069.5699496136	248636.16544354	-249236.478901488	47068.5983460703	249236.439186378
66121799.9999994	-248903.40295317	57252.0664001796	248902.11691849	-249252.89925554	57250.8845587953	249252.795062244
66235999.9999994	-249228.993911244	-7469.84561651467	249229.079636875	-249293.234950401	-7469.69143047005	249293.166489987
66350199.9999994	-250819.430191811	-77028.8624663467	250821.263620844	-250716.786605224	-77027.2724478486	250717.030015758
66464399.9999994	-250792.018045754	-140293.428683783	250795.316151432	-250719.311451094	-140290.532786788	250719.713659777
66578599.9999994	-250215.925553738	-198010.951990131	250236.5198361	-250484.972348197	-198006.864772438	250501.479412867
66692799.9999994	-248135.671344587	-250033.720149318	248140.902648712	-249217.954806933	-250028.559329755	249218.025291496
66806999.9999994	-96371.6718720469	-248740.096982153	248742.176174605	-96369.6825869587	-249240.552667701	249240.642575065
66921199.9999994	-86729.2747807048	-248961.882880943	248963.840150825	-86727.4844686637	-249255.511573343	249255.678531184
67035399.9999994	-18349.2341860448	-249289.337400939	249290.184978698	-18348.8554118865	-249306.781905811	249307.250709412
67149599.9999994	47361.7560131648	-250913.438446788	250912.349630472	47360.7783793273	-250729.134760804	250729.023578325
67263799.9999993	114354.695063216	-250993.041302476	250990.494983813	114352.3345767	-250739.162638298	250738.976806151
67377999.9999993	175397.789644594	-250769.12496075	250765.038352002	175394.169162758	-250721.089981698	250720.623854787
67492199.9999993	228495.395306256	-248650.711122881	248647.495773799	228490.678937617	-249193.063720899	249194.564740456
67606399.9999993	276661.876621913	-247500.74860856	247494.963190716	276656.166682865	-249209.862533934	249209.787055138
67720599.9999993	248584.827886788	-248585.459461795	29414.3821742076	249234.774567163	-249234.798974346	29413.7750063831
67834799.9999993	248866.666591551	-248867.724816419	47358.0878683141	249250.69790166	-249250.778519117	47357.1102609026
67948999.9999993	249177.409952977	-249176.947613098	-19782.4287238006	249283.272745337	-249283.218747398	-19782.0203818598
68063199.9999993	250745.590889584	-250743.364513258	-87126.0848628554	250701.779522835	-250701.351589553	-87124.2864198117
68177399.9999993	250672.226239595	-250668.372645159	-150732.035536974	250699.033472383	-250698.291239951	-150728.92417497
68291599.9999993	248766.965321624	-248766.670470574	-206213.646346413	249168.651928843	-249172.613591808	-206209.389832398
68405799.9999993	247911.111030494	-247905.708466638	-257845.11390418	249215.288567242	-249215.207983017	-257839.791924549
68519999.9999993	248677.176933996	-74677.4567777026	-248675.570826828	249238.150925208	-74675.9152980404	-249238.086297702
68634199.9999993	248918.182065522	-76857.7314436667	-248916.459076771	249253.112134349	-76856.1449022158	-249252.975687049
68748399.9999993	249239.521245504	-8789.02569731874	-249239.130630873	249294.475662085	-8788.84426586285	-249294.266478909
68862599.9999993	250850.160829142	59690.9837324994	-250851.561806423	250720.880228311	59689.7516000159	-250721.049073108
68976799.9999993	250893.975425786	124295.414382011	-250896.808398103	250730.095444005	124292.848704883	-250730.362739194
69090999.9999993	250593.877061396	184930.079144869	-250598.719764246	250691.152811439	184926.261913179	-250692.178282599
69205199.9999993	248448.198195099	236282.222220519	-248453.035703625	249219.575306362	236277.345162224	-249219.535756594
69319399.9999993	247162.168216951	283220.435414258	-247168.081974317	249205.976585624	283214.590542036	-249206.045470769
69433599.9999992	3263.38206882716	248459.363729062	-248459.435645757	3263.31470643768	249230.864680916	-249230.869235221
69547799.9999992	36419.3439581188	248753.128071342	-248753.927430468	36418.5921461362	249244.655216762	-249244.702763906
69661999.9999992	-30571.1953759708	249051.039287035	-249050.336068195	-30570.5643323208	249265.87489924	-249265.802724051
69776199.9999992	-97443.9707404817	250420.733742805	-250409.017672551	-97441.9593186302	250503.921922744	-250494.217274341
69890399.9999992	-160308.445123775	250327.8242441	-250311.698935703	-160305.136095651	250517.498101338	-250504.681821064
70004599.9999992	-215487.40692788	248580.912214547	-248576.479464041	-215482.959013849	249224.278856181	-249224.294019706
70118799.9999992	-264094.510262745	247588.556057658	-247583.026891422	-264089.059400367	249211.496709366	-249211.418405508
70232999.9999992	-248571.8264373	248572.895214147	-49907.0029823412	-249234.350069931	249234.388673537	-49905.9728091007
70347199.9999992	-248828.288719399	248829.727633313	-65024.526301252	-249248.188822102	249248.285449075	-65023.1840143105
70461399.9999992	-249143.912299825	249143.916029259	1925.64879818479	-249276.806874495	249276.850345801	1925.60905631362
70575599.9999992	-250743.320338034	250741.486093381	71410.7546490082	-250699.136703588	250698.776509395	71409.2805985489
70689799.9999992	-250756.193916995	250752.954070601	133298.125326442	-250711.890943483	250711.402601628	133295.373821903
70803999.9999992	-250232.775969538	250210.977652831	192893.526151516	-250490.27021451	250472.45349483	192889.544554488
70918199.9999992	-248204.795326259	248199.674639146	244810.155524232	-249219.074327251	249219.006677122	244805.102487247
71032399.9999992	-246800.523165141	246794.457660085	291001.51635978	-249202.188302334	249202.126330067	290995.51282699
71146599.9999992	-248312.959738104	-24200.5233372385	248313.470713586	-249226.984251048	-24200.0237936429	249226.995682935
71260799.9999992	-248620.0437538	24711.1033932983	248619.509056897	-249238.831424475	24710.5932591725	249238.806861698
71374999.9999992	-248907.257174482	-41476.5615002661	248908.180893364	-249253.70514154	-41475.7053483074	249253.772708463
71489199.9999992	-249047.844827711	-109262.350561496	249050.407674973	-249252.792398112	-109260.095188782	249253.099872661
71603399.9999992	-248907.922679168	-168453.266902177	248909.95401374	-249210.39937744	-168449.789760815	249208.953570651
71717599.9999991	-248395.524059727	-223203.662238313	248400.1897593	-249222.593266448	-223199.055074677	249222.651802385
71831799.9999991	-247291.783470103	-272303.316199085	247297.474827034	-249207.661231428	-272297.696063069	249207.732452344
71945999.9999991	-25390.914847876	-248481.036235829	248481.579155183	-25390.3907319493	-249231.511325027	249231.530128454
72060199.9999991	-53179.0992764706	-248757.944347637	248759.11084557	-53178.0015012404	-249244.761516249	249244.830238952
72174399.9999991	12725.3055353827	-249071.483586801	249071.208683713	12725.0428663684	-249267.861883354	249267.84964928
72288599.9999991	81272.7100370705	-250626.0003253	250623.176197166	81271.0324179519	-250652.008658404	250650.862149389
72402799.9999991	144699.70657095	-250617.258756404	250613.1813465	144696.719723044	-250681.663064445	250680.572502447
72516999.9999991	201493.048922878	-248799.404316918	248798.000755904	201488.889837249	-249185.055500423	249187.811025038
72631199.9999991	253313.010335847	-247988.770399752	247983.463040118	253307.781857062	-249216.261254376	249216.182373527
72745399.9999991	248690.404157703	-248692.224997787	84620.9474066088	249238.62896394	-249238.703073612	84619.2006761959
72859599.9999991	248927.71775993	-248929.561647402	82185.1513849774	249253.394550562	-249253.5419239	82183.4548708424
72973799.9999991	249255.469908185	-249256.01871593	12778.9555302479	249297.929937655	-249298.214952891	12778.6917377393
73087999.9999991	250881.709500973	-250880.514658984	-51437.8687923595	250725.169645868	-250725.036576598	-51436.8070196411
73202199.9999991	250952.178056709	-250949.509984646	-118821.056159475	250735.683516686	-250735.468123733	-118818.603480365
73316399.9999991	250708.695063418	-250704.391066995	-179270.95511044	250712.571210829	-250711.967639736	-179267.254685109
73430599.9999991	248580.16428213	-248575.867174918	-232327.358031785	249209.451194792	-249209.949536561	-232322.562582804
73544799.9999991	247370.576815277	-247364.728607852	-279823.59988946	249208.349001386	-249208.275822616	-279817.824860805
73658999.9999991	248545.113490502	-18274.9925781824	-248544.720623181	249233.453859195	-18274.6153480635	-249233.438221993
73773199.9999991	248835.93808324	-42090.5985302916	-248835.00309973	249249.011913064	-42089.7296540407	-249248.945805805
73887399.999999	249144.010017808	25066.4100003099	-249144.604274132	249277.710452959	25065.8925864148	-249277.787295388
74001599.999999	250700.406151762	91381.3423755132	-250702.898332333	250689.543052005	91379.4560966829	-250690.148953745
74115799.999999	250606.718994615	155211.345772655	-250610.993601831	250683.351816834	155208.141952941	-250684.422604337
74229999.999999	248727.400771453	210418.11130437	-248730.914113056	249210.190312434	210413.768014419	-249209.360364087
74344199.999999	247786.560814575	261424.732465556	-247792.036826736	249213.66308967	261419.336647047	-249213.743283322
74458399.999999	63561.3768481404	248649.966837395	-248651.332501125	63560.0648238211	249237.057872633	-249237.111512043
74572599.999999	72111.1493917846	248901.433755114	-248903.047383241	72109.6608306082	249252.329805125	-249252.454872075
74686799.999999	3753.4075368586	249229.161283482	-249229.394897756	3753.33005083607	249292.181008723	-249292.337136974
74800999.999999	-64923.2936406618	250838.278744422	-250836.748588157	-64921.9535034556	250719.30870004	-250719.118680982
74915199.999999	-129108.00102874	250871.159939623	-250868.193936969	-129105.336013203	250727.713056621	-250727.412069504
75029399.999999	-188757.385223373	250542.366598181	-250537.0289398	-188753.488996346	250677.763346351	-250676.321914996
75143599.999999	-240995.87704233	248369.371952109	-248364.388395537	-240990.902711368	249219.313329504	-249219.304103894
75257799.999999	-287214.499336326	247027.018530101	-247021.025659306	-287208.572634241	249204.495022321	-249204.428853611
75371999.999999	-248411.211049709	248411.021699624	9024.56013346177	-249229.514756418	249229.511689987	9024.37384980783
75486199.999999	-248715.502488042	248716.181287158	-31075.0384801598	-249242.899305485	249242.936610255	-31074.3969858137
75600399.999999	-249013.412707335	249012.59204708	35929.2512616818	-249262.15941347	249262.080397722	35928.5096171755
75714599.999999	-247584.217543535	247287.97711372	102851.785421984	-247612.22708296	247318.10970137	102849.662373759
75828799.999999	-250485.35754058	250479.711620941	165522.107753019	-250648.057428707	250645.828151377	165518.69111071
75942999.999999	-248573.069466629	248568.564764753	220011.300917068	-249223.263207411	249223.299784333	220006.759638271
76057199.999999	-247519.99769286	247514.386063547	268216.503263305	-249210.373511717	249210.297744611	268210.967401098
76171399.9999989	-248565.516836808	41212.8907776516	248564.634108081	-249234.08661008	41212.0400668198	249234.054592185
76285599.9999989	-248837.127606852	59320.1091763672	248835.812246864	-249248.811243364	59318.8846422122	249248.720417531
76399799.9999989	-249156.398721528	-7510.37933856026	249156.532966846	-249279.090683132	-7510.2243164369	249279.069906327
76513999.9999989	-250756.182940577	-76595.0249340168	250758.12101207	-250703.049278756	-76593.443870731	250703.406286964
76628199.9999989	-250739.4801352	-139631.095569913	250742.86510345	-250710.939395008	-139628.21334438	250711.442137725
76742399.9999989	-247173.956190303	-197128.101201024	249084.778181918	-247417.048176893	-197124.032205363	249323.801172846
76856599.9999989	-248164.503413237	-249744.148063361	248169.713776023	-249217.391909068	-249738.993220163	249217.447428656
76970799.9999989	-99250.7102160937	-248751.716500712	248753.859011454	-99248.6615034572	-249241.032321518	249241.126119623
77084999.9999989	-87550.5970240193	-248976.892623706	248978.874737224	-87548.789756883	-249256.448279958	249256.62312634
77199199.9999989	-19765.1804002667	-249316.053055698	249317.141678262	-19764.7723983394	-249316.018447323	249316.699067959
77313399.9999989	47986.0094456048	-250937.210825516	250936.117517711	47985.0189261492	-250731.930680747	250731.827892398
77427599.9999989	114930.671728417	-251016.038210076	251013.491104621	114928.299352867	-250741.107167893	250740.932437988
77541799.9999989	174450.553278484	-250802.946041792	250798.923886911	174446.952349262	-250724.849965325	250724.428739667
77655999.9999989	227953.594827721	-248660.116579404	248659.106824887	227948.889639402	-249163.510529754	249167.205963557
77770199.9999989	275894.165124706	-247547.22110024	247541.451175816	275888.471008964	-249210.360765945	249210.284957263
77884399.9999989	248614.204208539	-248614.890686352	31933.2746982998	249235.632566241	-249235.659881525	31932.61553577
77998599.9999989	248901.481337654	-248902.549070745	47432.3916526616	249252.915671607	-249253.004264399	47431.4125123633
78112799.9999989	249223.117226635	-249222.666507828	-19057.074575093	249293.097366111	-249293.04001663	-19056.6812057665
78226999.9999989	250792.680246934	-250790.555491914	-87575.0586439598	250712.56703945	-250712.249995186	-87573.2509332039
78341199.9999988	250715.557857132	-250711.852081608	-151381.679905988	250708.491734823	-250707.910730753	-151378.555134534
78455399.9999988	248731.615921722	-248741.900244431	-205322.656234676	249087.599391101	-249102.12183632	-205318.418112166
78569599.9999988	247963.5476495	-247958.15833672	-257327.503435014	249215.720372174	-249215.642363327	-257322.192131081
78683799.9999988	248703.497592611	-78047.4843850883	-248701.816780795	249239.096361412	-78045.873342124	-249239.026592561
78797999.9999988	248948.33042852	-76269.4776572083	-248946.608719988	249255.078835563	-76267.9032576719	-249254.931526567
78912199.9999988	249281.316042145	-7794.31374314658	-249280.808755071	249306.351709894	-7794.15284442928	-249306.005321538
79026399.9999988	250887.967187533	58615.0447058255	-250889.319600671	250726.35330029	58613.8347826797	-250726.495790284
79140599.9999988	250930.566467011	124233.543194286	-250933.365996985	250734.001011769	124230.978793969	-250734.236141427
79254799.9999988	250645.109057519	184287.508063959	-250649.713977224	250701.868213698	184283.704095624	-250702.669165067
79368999.9999988	248488.561389457	236529.993212982	-248493.302276489	249216.901199192	236525.111038822	-249216.759912064
79483199.9999988	247206.080384696	283457.310501696	-247211.999873139	249206.418260981	283451.460762534	-249206.488010262
79597399.9999988	5124.3135074503	248485.010921398	-248485.122706796	5124.20773194432	249231.59360644	-249231.599616332
79711599.9999988	35944.9131921928	248781.721504027	-248782.513485179	35944.1711744902	249246.104877239	-249246.154840689
79825799.9999988	-31562.7783453638	249079.499629027	-249078.760483097	-31562.1268335641	249269.040481164	-249268.952847035
79939999.9999988	-96347.7020330558	250569.520190941	-250565.128162217	-96345.7132403304	250624.675551694	-250622.272315695
80054199.9999988	-160192.980870417	250453.058853111	-250445.80800274	-160189.674225008	250614.890092116	-250610.945887155
80168399.9999988	-214688.738716348	248616.251323639	-248611.890527406	-214684.307286916	249223.472357823	-249223.542991022
80282599.9999988	-265309.805296409	247613.556353689	-247608.002287717	-265304.329346722	249211.558919282	-249211.480802997
80396799.9999988	-248588.605358222	248589.685752693	-50412.4201314892	-249234.935924031	249234.97571257	-50411.3795255577
80510999.9999988	-248848.379358839	248849.829070503	-65315.504913067	-249249.330856186	249249.432277269	-65314.156622487
80625199.9999987	-249166.721406826	249166.730245427	2131.44930092098	-249280.471635635	249280.524464081	2131.40531107746
80739399.9999987	-250771.838402489	250770.069754982	70996.5834023429	-250706.319346133	250706.01619982	70995.1179011487
80853599.9999987	-250785.012317128	250781.820328282	133995.883318187	-250716.793865388	250716.367784119	133993.117410611
80967799.9999987	-250345.82811349	250334.865697423	193212.151333843	-250581.612346632	250574.638103592	193208.163160817
81081999.9999987	-248222.170085668	248217.046620155	245269.133073362	-249218.91738598	249218.856428808	245264.070565022
81196199.9999987	-246812.571422665	246806.497500154	291411.628613643	-249202.293419289	249202.231182555	291405.616927867
81310399.9999987	-248324.462162132	-25449.126126	248324.999482559	-249227.248072884	-25448.6008089345	249227.260076245
81424599.9999987	-248630.869962855	26173.4298797876	248630.304216112	-249239.275215192	26172.8895644563	249239.249783781
81538799.9999987	-248918.541143649	-41707.810862339	248919.471994018	-249254.492536437	-41706.949937144	249254.56246161
81652999.9999987	-249069.953525258	-108070.653118461	249072.503024411	-249254.366164157	-108068.422344569	249254.684889418
81767199.9999987	-248863.856618917	-170390.579738311	248860.962535852	-249153.708382948	-170387.062607364	249147.297168935
81881399.9999987	-248405.368325619	-223966.729859091	248410.049759415	-249222.963333046	-223962.106949884	249223.021857634
81995599.9999987	-247294.565775103	-272801.756753261	247300.267385507	-249207.662232484	-272796.126347549	249207.733437175
82109799.9999987	-25307.5401934324	-248484.379966055	248484.921111032	-25307.0177985419	-249231.613568241	249231.632318328
82223999.9999987	-53044.7895686391	-248763.132660575	248764.296979346	-53043.6945661269	-249245.019180972	249245.088497231
82338199.9999987	12956.0845706218	-249079.497422904	249079.217612972	12955.8171378882	-249268.763860458	249268.75148326
82452399.9999987	81899.9208340484	-250647.964880095	250645.337189841	81898.2302681528	-250663.814742793	250662.877618434
82566599.9999987	145043.502982266	-250625.684529888	250621.718462757	145040.509038128	-250686.081539948	250685.109416955
82680799.9999987	202576.314347864	-248802.915038733	248801.296932332	202572.132903239	-249187.90306358	249190.466401806
82794999.9999986	254554.209542018	-247974.165927955	247968.834984425	254548.95545415	-249215.811307352	249215.73445169
82909199.9999986	248682.387216132	-248684.206484006	84600.1848249861	249238.420941348	-249238.493908288	84598.4385240524
83023399.9999986	248921.91288933	-248923.751145013	82020.8140972326	249252.96850908	-249253.113640102	82019.1209725713
83137599.9999986	249251.080020402	-249251.638790158	13739.4844093403	249296.812833151	-249297.087983627	13739.2007900603
83251799.9999986	250880.819849403	-250879.569603618	-53791.515603886	250725.031242238	-250724.891352738	-53790.4052476016
83365999.9999986	250950.601782187	-250947.909962383	-119846.419334786	250735.619121683	-250735.401145668	-119843.945490997
83480199.9999986	250703.60723201	-250699.275317313	-180002.06486484	250711.918532564	-250711.302133356	-179998.349349352
83594399.9999986	248572.052456738	-248567.693199789	-232864.395029887	249210.449270112	-249210.896544311	-232859.588498739
83708599.9999986	247354.800521027	-247348.946867983	-280108.676340183	249208.158778168	-249208.086010561	-280102.895454746
83822799.9999986	248540.84334158	-17373.969847298	-248540.469894106	249233.291339232	-17373.6112160016	-249233.276523054
83936999.9999986	248835.866878003	-41371.455626471	-248834.947483491	249249.005059946	-41370.6015939346	-249248.939697971
84051199.9999986	249146.563123524	25299.9737188568	-249147.166742752	249278.130514186	25299.4514836427	-249278.2118982
84165399.9999986	250701.684243741	93163.5595007183	-250704.199020682	250690.601268509	93161.6364336864	-250691.192978418
84279599.9999986	250599.831721953	157010.370101959	-250604.186403104	250681.934950346	157007.129148611	-250683.048678149
84393799.9999986	248724.114934696	210213.824664547	-248727.806431876	249214.066687147	210209.485593975	-249213.419113754
84507999.9999986	247779.122631692	261711.810323176	-247784.605002136	249213.603456338	261706.408578529	-249213.684082136
84622199.9999986	63815.8746193604	248647.026173106	-248648.396943797	63814.5573419544	249236.980491692	-249237.033984977
84736399.9999986	70216.1111165383	248904.742720932	-248906.316427061	70214.6616686139	249252.470689922	-249252.594948127
84850599.9999986	2287.21144812783	249236.16638081	-249236.371494188	2287.16422758049	249294.1368207	-249294.294713531
84964799.9999985	-65604.2519235751	250845.178186388	-250843.637493322	-65602.8977301068	250720.475698402	-250720.289198804
85078999.9999985	-130347.290641397	250873.935367734	-250870.94712016	-130344.600045041	250728.210648916	-250727.912997697
85193199.9999985	-189847.629396424	250537.47014162	-250532.074986546	-189843.710666818	250676.803007898	-250675.32658243
85307399.9999985	-241086.887326829	248367.46430492	-248362.467610942	-241081.911121556	249219.966418513	-249219.945929808
85421599.9999985	-287850.311392144	247018.845489865	-247012.839712984	-287844.371600384	249204.367651898	-249204.301666777
85535799.9999985	-248410.470617873	248410.261012939	9978.07815364937	-249229.506691975	249229.50305308	9977.87218761022
85649999.9999985	-248720.079567577	248720.722618314	-29391.2267572172	-249243.105348287	249243.14166127	-29390.6200194642
85764199.9999985	-249018.035956393	249017.152416824	38482.7389429422	-249262.574131683	249262.484945504	38481.9445895519
85878399.9999985	-250634.17757828	242229.366612787	98675.2987015727	-250627.067996366	242224.293868411	98673.2618640349
85992599.9999985	-250542.565719818	250537.782724256	166389.319079483	-250673.614651191	250672.266198509	166385.884536603
86106799.9999985	-248599.043591896	248594.617704173	219738.973144848	-249221.578932236	249221.688700704	219734.437488657
86220999.9999985	-247539.186976229	247533.545661667	269617.748464896	-249210.539556908	249210.463022536	269612.183684706
86335199.9999985	-248583.4143403	41032.0437068442	248582.534664707	-249234.69816821	41031.1967289944	249234.665470467
86449399.9999985	-248859.430342532	57930.9260343437	248858.140613562	-249250.142182015	57929.7301769306	249250.048310458
86563599.9999985	-249182.201260615	-9025.00556407255	249182.366258703	-249283.650648425	-9024.81927702507	249283.629359465
86677799.9999985	-250772.574731564	-78811.1605156254	250774.515623364	-250707.835904626	-78809.5337072546	250708.149988056
86791999.9999985	-250760.542722245	-139436.47398569	250763.907048921	-250713.353578271	-139433.595778352	250713.83969761
86906199.9999985	-250076.558419643	-198608.660750306	250115.500594166	-250364.668292938	-198604.561194358	250399.510911514
87020399.9999985	-248116.769307627	-250390.089213085	248122.009099169	-249217.718140863	-250384.921041849	249217.789761169
87134599.9999985	-95167.3829450132	-248739.893787402	248741.946799072	-95165.4185184344	-249240.487445568	249240.576030659
87248799.9999984	-85457.5440661166	-248970.363575452	248972.297202415	-85455.7800029617	-249256.12299051	249256.292554319
87362999.9999984	-19250.787048257	-249309.801284368	249310.822067761	-19250.3896652794	-249314.24308564	249314.866486055
87477199.9999984	49314.4911418605	-250932.185406144	250931.06059697	49313.4732000484	-250731.386202032	250731.279334671
87591399.9999984	115421.673758213	-251011.033219768	251008.4724614	115419.291247829	-250740.711556978	250740.533308994
87705599.9999984	176022.675034145	-250795.716178157	250791.649327717	176019.041654689	-250724.063101001	250723.629630016
87819799.9999984	229233.60267317	-248651.387160569	248649.743888558	229228.87106967	-249170.163910379	249173.252241868
87933999.9999984	276959.006191334	-247517.408942807	247511.617759314	276953.290144384	-249209.966164926	249209.891028382
88048199.9999984	248606.643010416	-248607.267363841	29039.637968949	249235.368531357	-249235.393452285	29039.0385364518
88162399.9999984	248898.99610681	-248900.000969996	44610.835783196	249252.773537098	-249252.857501242	44609.9148841541
88276599.9999984	249218.934945064	-249218.463526344	-19074.7202232964	249292.273726972	-249292.196042434	-19074.3264891149
88390799.9999984	250790.628478707	-250788.468020709	-88716.4320423472	250711.964275698	-250711.635088506	-88714.6007715422
88504999.9999984	250713.573039995	-250709.86448166	-151348.097131621	250708.324010547	-250707.7395299	-151344.973053934
88619199.9999984	248721.519168704	-248730.670764078	-207742.409822761	249090.777456151	-249104.217119295	-207738.121754992
88733399.9999984	247935.571693409	-247930.153445983	-258721.759376404	249215.374538903	-249215.296351219	-258716.419316662
88847599.9999984	248699.236315604	-75288.9684116229	-248697.615230758	249238.932735235	-75287.4143093172	-249238.865752695
88961799.9999984	248948.596364366	-74948.0979544782	-248946.903502726	249255.184096746	-74946.5508311947	-249255.038358389
89075999.9999984	249282.731427351	-6798.87153749503	-249282.24435548	249307.318536356	-6798.73118690108	-249306.971815079
